click_id,session_id,product_id,click_timestamp,time_spent,page_views
click_000000_00,session_000000,prod_00203,2025-10-08 08:51:24,69.11486917519778,4
click_000000_01,session_000000,prod_00020,2025-10-08 08:51:44,117.98381798925942,3
click_000000_02,session_000000,prod_00193,2025-10-08 08:52:04,12.655865369225928,1
click_000001_00,session_000001,prod_00222,2025-10-08 08:49:41,5.967143421810595,4
click_000001_01,session_000001,prod_00018,2025-10-08 08:50:01,152.49981203314707,4
click_000001_02,session_000001,prod_00063,2025-10-08 08:50:21,1.7959836683345467,4
click_000001_03,session_000001,prod_00050,2025-10-08 08:50:41,268.11016670706294,4
click_000001_04,session_000001,prod_00009,2025-10-08 08:51:01,50.018033190887365,3
click_000001_05,session_000001,prod_00099,2025-10-08 08:51:21,5.867856597064992,4
click_000002_00,session_000002,prod_00401,2025-10-08 08:50:08,22.274574304300845,1
click_000002_01,session_000002,prod_00213,2025-10-08 08:50:28,13.71407409600416,2
click_000002_02,session_000002,prod_00120,2025-10-08 08:50:48,14.03941670505711,4
click_000003_00,session_000003,prod_00055,2025-10-08 08:50:06,5.3216170381803805,4
click_000003_01,session_000003,prod_00081,2025-10-08 08:50:26,58.64770865559152,2
click_000004_00,session_000004,prod_00341,2025-10-08 08:50:51,17.10079628619396,4
click_000005_00,session_000005,prod_00282,2025-10-08 08:50:23,15.133275181778115,4
click_000005_01,session_000005,prod_00342,2025-10-08 08:50:43,47.96336255996492,4
click_000006_00,session_000006,prod_00337,2025-10-08 08:49:30,160.61849098752774,2
click_000007_00,session_000007,prod_00285,2025-10-08 08:49:38,2.70011067883338,1
click_000007_01,session_000007,prod_00168,2025-10-08 08:49:58,5.007638238070424,2
click_000008_00,session_000008,prod_00190,2025-10-08 08:51:51,61.229803314628114,1
click_000008_01,session_000008,prod_00286,2025-10-08 08:52:11,38.98130967783527,2
click_000009_00,session_000009,prod_00211,2025-10-08 08:49:16,208.37135013842226,1
click_000009_01,session_000009,prod_00315,2025-10-08 08:49:36,13.090501107191248,3
click_000010_00,session_000010,prod_00239,2025-10-08 08:49:18,92.60447842522458,4
click_000010_01,session_000010,prod_00181,2025-10-08 08:49:38,36.92233141264911,2
click_000011_00,session_000011,prod_00069,2025-10-08 08:49:58,46.61604098799044,3
click_000011_01,session_000011,prod_00211,2025-10-08 08:50:18,46.46981239190236,4
click_000012_00,session_000012,prod_00175,2025-10-08 08:50:50,40.19388800891423,4
click_000012_01,session_000012,prod_00028,2025-10-08 08:51:10,57.82649574115087,2
click_000013_00,session_000013,prod_00356,2025-10-08 08:50:35,88.98071432908543,2
click_000013_01,session_000013,prod_00198,2025-10-08 08:50:55,1.1836779262456196,3
click_000013_02,session_000013,prod_00333,2025-10-08 08:51:15,15.193767389462288,4
click_000013_03,session_000013,prod_00085,2025-10-08 08:51:35,36.792623097368065,2
click_000013_04,session_000013,prod_00155,2025-10-08 08:51:55,98.80517865789453,1
click_000014_00,session_000014,prod_00377,2025-10-08 08:50:58,38.3172097933959,1
click_000014_01,session_000014,prod_00111,2025-10-08 08:51:18,15.472850536053848,2
click_000015_00,session_000015,prod_00490,2025-10-08 08:51:21,56.00072821740515,1
click_000015_01,session_000015,prod_00394,2025-10-08 08:51:41,31.138065533352318,3
click_000015_02,session_000015,prod_00295,2025-10-08 08:52:01,5.24509582817513,3
click_000015_03,session_000015,prod_00462,2025-10-08 08:52:21,12.761062247741114,1
click_000016_00,session_000016,prod_00435,2025-10-08 08:51:24,16.980154358375984,2
click_000016_01,session_000016,prod_00351,2025-10-08 08:51:44,28.10817985427451,4
click_000017_00,session_000017,prod_00216,2025-10-08 08:49:47,17.23139853710245,3
click_000017_01,session_000017,prod_00189,2025-10-08 08:50:07,70.03115265429545,2
click_000018_00,session_000018,prod_00427,2025-10-08 08:50:09,51.0538349213392,4
click_000018_01,session_000018,prod_00283,2025-10-08 08:50:29,10.773987084155797,2
click_000018_02,session_000018,prod_00097,2025-10-08 08:50:49,14.589454077231627,3
click_000018_03,session_000018,prod_00229,2025-10-08 08:51:09,12.027765416704478,2
click_000018_04,session_000018,prod_00041,2025-10-08 08:51:29,38.479114336563775,2
click_000018_05,session_000018,prod_00187,2025-10-08 08:51:49,77.25226579526196,4
click_000019_00,session_000019,prod_00413,2025-10-08 08:49:28,63.989034215195865,3
click_000019_01,session_000019,prod_00492,2025-10-08 08:49:48,37.79154348341332,4
click_000019_02,session_000019,prod_00177,2025-10-08 08:50:08,65.79389183120968,4
click_000020_00,session_000020,prod_00407,2025-10-08 08:49:42,19.742018350097286,2
click_000020_01,session_000020,prod_00429,2025-10-08 08:50:02,13.690778726065169,1
click_000020_02,session_000020,prod_00496,2025-10-08 08:50:22,55.568595249133224,1
click_000021_00,session_000021,prod_00251,2025-10-08 08:50:03,39.18615236358892,2
click_000021_01,session_000021,prod_00113,2025-10-08 08:50:23,74.38215531727965,3
click_000021_02,session_000021,prod_00356,2025-10-08 08:50:43,0.5262623420225078,2
click_000022_00,session_000022,prod_00104,2025-10-08 08:51:16,40.016556674112756,2
click_000022_01,session_000022,prod_00185,2025-10-08 08:51:36,13.488865561401283,2
click_000022_02,session_000022,prod_00178,2025-10-08 08:51:56,47.58906420455968,3
click_000022_03,session_000022,prod_00415,2025-10-08 08:52:16,8.684641227312534,1
click_000023_00,session_000023,prod_00411,2025-10-08 08:49:55,28.462119789968284,2
click_000023_01,session_000023,prod_00030,2025-10-08 08:50:15,6.624086315852722,4
click_000024_00,session_000024,prod_00002,2025-10-08 08:51:10,6.1704328382207345,3
click_000024_01,session_000024,prod_00078,2025-10-08 08:51:30,14.723988632251144,4
click_000025_00,session_000025,prod_00120,2025-10-08 08:49:41,4.554141788804292,3
click_000025_01,session_000025,prod_00040,2025-10-08 08:50:01,91.62309681214904,1
click_000025_02,session_000025,prod_00167,2025-10-08 08:50:21,93.8948641160376,2
click_000025_03,session_000025,prod_00483,2025-10-08 08:50:41,23.61147197829997,3
click_000026_00,session_000026,prod_00314,2025-10-08 08:50:58,43.31010375759225,3
click_000026_01,session_000026,prod_00204,2025-10-08 08:51:18,68.63796542448127,3
click_000027_00,session_000027,prod_00423,2025-10-08 08:52:04,135.74732131643043,4
click_000027_01,session_000027,prod_00242,2025-10-08 08:52:24,28.247208288095937,4
click_000028_00,session_000028,prod_00463,2025-10-08 08:51:39,101.59413010275549,4
click_000028_01,session_000028,prod_00416,2025-10-08 08:51:59,2.2251019023521903,3
click_000028_02,session_000028,prod_00111,2025-10-08 08:52:19,14.348741520101878,2
click_000028_03,session_000028,prod_00046,2025-10-08 08:52:39,7.849955763097969,1
click_000029_00,session_000029,prod_00423,2025-10-08 08:49:21,2.2100242767516307,1
click_000030_00,session_000030,prod_00149,2025-10-08 08:50:49,2.2046310623003733,1
click_000030_01,session_000030,prod_00142,2025-10-08 08:51:09,6.954653094651097,2
click_000030_02,session_000030,prod_00485,2025-10-08 08:51:29,9.202504368805952,4
click_000030_03,session_000030,prod_00030,2025-10-08 08:51:49,1.649404505751314,4
click_000031_00,session_000031,prod_00099,2025-10-08 08:50:31,25.243495682882426,2
click_000031_01,session_000031,prod_00076,2025-10-08 08:50:51,7.3521430460679635,3
click_000031_02,session_000031,prod_00353,2025-10-08 08:51:11,4.417012014760993,1
click_000031_03,session_000031,prod_00285,2025-10-08 08:51:31,12.274453217678255,2
click_000032_00,session_000032,prod_00126,2025-10-08 08:52:06,148.60481408595655,1
click_000032_01,session_000032,prod_00125,2025-10-08 08:52:26,3.740602308599031,1
click_000032_02,session_000032,prod_00296,2025-10-08 08:52:46,46.80661649511369,2
click_000033_00,session_000033,prod_00196,2025-10-08 08:51:41,33.06695089411508,4
click_000033_01,session_000033,prod_00418,2025-10-08 08:52:01,35.4589225436615,2
click_000033_02,session_000033,prod_00446,2025-10-08 08:52:21,101.70849508595819,1
click_000034_00,session_000034,prod_00212,2025-10-08 08:50:26,13.458984713851184,4
click_000034_01,session_000034,prod_00030,2025-10-08 08:50:46,144.77811190843676,1
click_000035_00,session_000035,prod_00382,2025-10-08 08:49:22,19.713179117502634,4
click_000035_01,session_000035,prod_00388,2025-10-08 08:49:42,36.252326963991976,1
click_000036_00,session_000036,prod_00482,2025-10-08 08:50:20,178.15479983345972,1
click_000036_01,session_000036,prod_00110,2025-10-08 08:50:40,60.08720661239798,1
click_000036_02,session_000036,prod_00165,2025-10-08 08:51:00,18.483932943920824,3
click_000036_03,session_000036,prod_00136,2025-10-08 08:51:20,38.36991824106567,3
click_000036_04,session_000036,prod_00070,2025-10-08 08:51:40,136.867948806789,2
click_000036_05,session_000036,prod_00285,2025-10-08 08:52:00,52.82062293341603,2
click_000037_00,session_000037,prod_00233,2025-10-08 08:50:12,24.434714408948995,1
click_000037_01,session_000037,prod_00338,2025-10-08 08:50:32,98.58807702850966,2
click_000038_00,session_000038,prod_00028,2025-10-08 08:49:48,36.123370939892574,2
click_000039_00,session_000039,prod_00135,2025-10-08 08:51:38,13.87632053416933,4
click_000039_01,session_000039,prod_00300,2025-10-08 08:51:58,35.80072798199539,3
click_000040_00,session_000040,prod_00319,2025-10-08 08:50:59,12.608989777760048,4
click_000040_01,session_000040,prod_00167,2025-10-08 08:51:19,14.487271312070709,3
click_000040_02,session_000040,prod_00129,2025-10-08 08:51:39,42.0647374297228,4
click_000040_03,session_000040,prod_00305,2025-10-08 08:51:59,73.67346381753843,4
click_000040_04,session_000040,prod_00499,2025-10-08 08:52:19,17.368577399151526,4
click_000040_05,session_000040,prod_00210,2025-10-08 08:52:39,44.77329272455179,2
click_000040_06,session_000040,prod_00487,2025-10-08 08:52:59,44.575710493919445,4
click_000040_07,session_000040,prod_00430,2025-10-08 08:53:19,158.0424808616327,2
click_000042_00,session_000042,prod_00431,2025-10-08 08:51:07,18.958919527293418,4
click_000042_01,session_000042,prod_00389,2025-10-08 08:51:27,0.7118732213654532,2
click_000042_02,session_000042,prod_00386,2025-10-08 08:51:47,46.15556605090646,3
click_000042_03,session_000042,prod_00269,2025-10-08 08:52:07,16.224961593714138,3
click_000042_04,session_000042,prod_00027,2025-10-08 08:52:27,24.669998222165816,4
click_000042_05,session_000042,prod_00181,2025-10-08 08:52:47,125.29906359544225,2
click_000042_06,session_000042,prod_00338,2025-10-08 08:53:07,62.33696621290581,2
click_000043_00,session_000043,prod_00088,2025-10-08 08:51:16,5.444793849001632,1
click_000043_01,session_000043,prod_00236,2025-10-08 08:51:36,14.781904861350757,1
click_000043_02,session_000043,prod_00277,2025-10-08 08:51:56,24.113431074163927,2
click_000044_00,session_000044,prod_00074,2025-10-08 08:50:17,33.106793857816946,4
click_000044_01,session_000044,prod_00082,2025-10-08 08:50:37,2.7884700275400887,3
click_000044_02,session_000044,prod_00473,2025-10-08 08:50:57,28.183921860611242,4
click_000044_03,session_000044,prod_00286,2025-10-08 08:51:17,0.44354390011277955,3
click_000045_00,session_000045,prod_00062,2025-10-08 08:50:54,50.40601768079228,1
click_000045_01,session_000045,prod_00161,2025-10-08 08:51:14,51.673947519367296,2
click_000046_00,session_000046,prod_00143,2025-10-08 08:51:11,17.314073108171527,2
click_000046_01,session_000046,prod_00308,2025-10-08 08:51:31,3.6199832605174604,1
click_000046_02,session_000046,prod_00054,2025-10-08 08:51:51,4.45326544005354,3
click_000046_03,session_000046,prod_00039,2025-10-08 08:52:11,93.64231674157091,2
click_000046_04,session_000046,prod_00137,2025-10-08 08:52:31,37.138668935097826,3
click_000047_00,session_000047,prod_00203,2025-10-08 08:49:50,7.506020660030871,2
click_000047_01,session_000047,prod_00096,2025-10-08 08:50:10,57.93019601812044,1
click_000047_02,session_000047,prod_00087,2025-10-08 08:50:30,28.419185332101588,1
click_000048_00,session_000048,prod_00337,2025-10-08 08:50:57,143.4573756096125,2
click_000048_01,session_000048,prod_00232,2025-10-08 08:51:17,92.99166324426368,2
click_000048_02,session_000048,prod_00110,2025-10-08 08:51:37,5.7065054519106635,2
click_000049_00,session_000049,prod_00424,2025-10-08 08:52:05,54.90261471185995,4
click_000049_01,session_000049,prod_00282,2025-10-08 08:52:25,38.575059694095096,3
click_000049_02,session_000049,prod_00154,2025-10-08 08:52:45,17.029845482941308,2
click_000049_03,session_000049,prod_00238,2025-10-08 08:53:05,64.64348869453887,2
click_000050_00,session_000050,prod_00313,2025-10-08 08:50:11,50.770700162958185,2
click_000050_01,session_000050,prod_00326,2025-10-08 08:50:31,32.39675647014809,4
click_000050_02,session_000050,prod_00249,2025-10-08 08:50:51,99.55340779078418,2
click_000050_03,session_000050,prod_00408,2025-10-08 08:51:11,34.33904631780451,4
click_000050_04,session_000050,prod_00242,2025-10-08 08:51:31,16.03056178766678,4
click_000051_00,session_000051,prod_00490,2025-10-08 08:49:11,81.06896902067673,1
click_000051_01,session_000051,prod_00178,2025-10-08 08:49:31,27.31632019695276,2
click_000051_02,session_000051,prod_00120,2025-10-08 08:49:51,21.940475657063317,1
click_000051_03,session_000051,prod_00380,2025-10-08 08:50:11,77.48585816756335,1
click_000051_04,session_000051,prod_00160,2025-10-08 08:50:31,53.02076475631949,2
click_000052_00,session_000052,prod_00464,2025-10-08 08:51:57,171.70325686707864,1
click_000052_01,session_000052,prod_00491,2025-10-08 08:52:17,80.10773601499304,3
click_000052_02,session_000052,prod_00437,2025-10-08 08:52:37,12.108731752763795,3
click_000052_03,session_000052,prod_00409,2025-10-08 08:52:57,9.07327882147659,4
click_000053_00,session_000053,prod_00129,2025-10-08 08:49:53,29.06441604790968,1
click_000053_01,session_000053,prod_00079,2025-10-08 08:50:13,7.095188241365545,4
click_000054_00,session_000054,prod_00445,2025-10-08 08:50:45,6.087508272722729,4
click_000054_01,session_000054,prod_00115,2025-10-08 08:51:05,94.64649143918069,4
click_000055_00,session_000055,prod_00478,2025-10-08 08:49:39,34.8423780945537,2
click_000055_01,session_000055,prod_00084,2025-10-08 08:49:59,60.69880646042006,3
click_000055_02,session_000055,prod_00120,2025-10-08 08:50:19,98.64159585515641,3
click_000056_00,session_000056,prod_00466,2025-10-08 08:49:41,55.67794222537619,4
click_000056_01,session_000056,prod_00087,2025-10-08 08:50:01,39.79666602473956,2
click_000057_00,session_000057,prod_00423,2025-10-08 08:50:22,72.6470749862732,3
click_000057_01,session_000057,prod_00324,2025-10-08 08:50:42,39.249072820481466,4
click_000058_00,session_000058,prod_00254,2025-10-08 08:51:50,66.05725530698014,4
click_000059_00,session_000059,prod_00048,2025-10-08 08:50:05,48.6650539848992,4
click_000059_01,session_000059,prod_00262,2025-10-08 08:50:25,10.418386760645186,2
click_000059_02,session_000059,prod_00343,2025-10-08 08:50:45,40.88336520335286,3
click_000059_03,session_000059,prod_00010,2025-10-08 08:51:05,113.86998556853743,2
click_000059_04,session_000059,prod_00296,2025-10-08 08:51:25,59.86671818176445,4
click_000060_00,session_000060,prod_00188,2025-10-08 08:50:41,1.7505231567796737,1
click_000060_01,session_000060,prod_00061,2025-10-08 08:51:01,2.9318502922521192,2
click_000060_02,session_000060,prod_00491,2025-10-08 08:51:21,33.934204264279664,1
click_000061_00,session_000061,prod_00149,2025-10-08 08:50:21,44.98005439409209,3
