user_id,feature_1,feature_2,feature_3,feature_4,feature_5,cluster_label
user_00000,-6.793079534965942,-3.1585904658961055,-0.8993664362145044,-0.307208074861802,-5.369940135805196,3
user_00001,-9.476937512243898,9.21910375822373,7.044672597104359,-5.060362030616665,-5.628863110398657,2
user_00002,-9.44342228098706,9.422100086524841,6.2974385802947035,-4.189804427602368,-7.181929321799989,2
user_00003,-2.56872297911455,5.773018788129249,3.6154911948938118,1.7206015325475716,-8.12741037311612,0
user_00004,-1.3736319828721513,9.968287891691524,5.291270087533899,1.6579004393003864,-6.120657970658002,0
user_00005,-7.642834371842161,-9.607470106423309,6.383619814389839,2.8517750767959242,3.9676254171481053,1
user_00006,-2.1425993769559017,8.074406341870967,4.1260119188914075,0.9139561620517804,-6.942306288424442,0
user_00007,-9.037512541810289,9.842970851071481,5.823199133206294,-5.6038543041632884,-5.999360359803326,2
user_00008,-6.068358990976539,-2.6310593468611283,-1.931263437890451,-3.748029497353358,-4.671295368049311,3
user_00009,-5.210205088924541,-8.44365622681303,6.127639853463519,2.4669029030843164,5.35808304256656,1
user_00010,-2.52771075904514,8.725627489278184,4.962597396566191,1.145938740388409,-6.360280676910098,0
user_00011,-9.031924994605252,-9.55748107587843,7.112392676671009,1.0351207077129918,4.030194588828604,1
user_00012,-2.7495230212108854,8.639465320648725,5.350838804431593,2.417432995426772,-7.24059335697035,0
user_00013,-6.323879583875287,-8.382439984554402,9.488525260399786,1.3787820044840327,5.089291684002146,1
user_00014,-5.966524967042697,-9.641506707316355,8.816211484458226,1.7511766338216068,4.140084261572473,1
user_00015,-7.128046606117819,-4.865218638275373,-0.9484756295250076,-1.844009466618203,-4.258132219935654,3
user_00016,-8.341418398549232,9.336193033873855,7.600302093066523,-6.1197248068025285,-8.067372242684707,2
user_00017,-9.806356009476325,8.5505631146208,5.996763927415375,-6.842850823776866,-7.148262563985691,2
user_00018,-2.9680818859216904,10.092966961629617,4.601370366727394,1.8005423839999124,-5.995967253664598,0
user_00019,-0.5997809825826197,7.61571855437918,5.202848072918672,1.322527114818905,-7.366752574915966,0
user_00020,-7.077448013583273,-8.989601040289521,7.128614635146022,3.1560703317312404,4.755008278201771,1
user_00021,-8.761958638773585,-9.387052664376972,7.416367816639818,2.182156626861576,3.1337764149949505,1
user_00022,-6.447134035483521,-4.300098029219327,1.0360371512057474,-0.48493045996645234,-4.843762390885963,3
user_00023,-7.7555924398152465,-5.766997872383904,1.278718297443364,-2.0397426884517884,-4.493654723781781,3
user_00024,-2.2130773459881743,9.275341400378212,4.644992292870563,1.7385825505655852,-8.294997933201685,0
user_00025,-4.869713864213686,-3.4665193762947184,1.4571158217165983,-1.5981115971703128,-3.425516956615451,3
user_00026,-5.838254955288173,-2.6190920790278494,-0.6120281841576944,-1.726605564142951,-4.326716416271684,3
user_00027,-5.778760646552114,-4.463355438976018,2.4185744274697107,-2.135714597176267,-5.8646002340064225,3
user_00028,-6.167615037560755,-1.7189319986564464,0.9881150911592165,-1.4186173801631483,-3.1000737940822636,3
user_00029,-6.419345131708504,-3.3668355132547467,1.4447232040092455,-1.4205148084301793,-2.319913881244898,3
user_00030,-6.27559426692058,-7.955994694312601,6.871432582665623,1.5522580871046743,4.427329785572957,1
user_00031,-5.648686788142515,-4.02995738956831,1.0619003588289369,-2.0184721811524096,-4.224382226897611,3
user_00032,-2.5439093927579934,7.845608090578789,5.782701650743122,2.7251027166275064,-6.088595244108223,0
user_00033,-2.548752776909405,9.695786825570947,4.668197212358563,2.002925823436477,-5.941343385175273,0
user_00034,-5.101687627280536,-4.512129427530319,-1.8951757348246807,-1.7733203721821553,-3.261943464021755,3
user_00035,-2.734973923539286,9.081814332886246,3.2151306500146446,1.4287869594155493,-6.768704601441404,0
user_00036,-7.18931867032581,-9.590484162226593,7.642697425917883,3.36275068088732,2.2862790862751643,1
user_00037,-10.422633159575533,10.162226824812745,5.106051300798789,-6.385972816319516,-5.767059518276235,2
user_00038,-7.1087095086159655,-9.832677131244523,4.761189256703393,1.8312724722640066,6.574066977533825,1
user_00039,-2.399802828447857,9.740052752097014,5.120888067964815,2.1970537082198636,-7.670101646596582,0
user_00040,-6.991335654624647,-9.7422353981008,6.587992972908936,3.2583934100746133,5.252761676515178,1
user_00041,-5.259979937719526,-4.794437923221234,0.8437237525057377,-1.4862740555408493,-3.3285350921542474,3
user_00042,-2.7641748404736055,10.51827911678101,1.9889090278350894,3.0646765358631938,-5.633541998653641,0
user_00043,-6.295696612803463,-6.861887172120525,5.759281303787652,3.6395128098328,4.265807493444122,1
user_00044,-9.229856495874332,8.667240767524413,7.406774665932055,-5.0677100476442725,-4.514891822561577,2
user_00045,-5.158467526298879,-4.187699862171055,0.15452992573489577,-0.8609565940438014,-5.532352765738737,3
user_00046,-3.155770507295277,7.932738124583927,6.327020471300666,2.8548094408901825,-6.887599832467887,0
user_00047,-9.359235425878248,10.472515055955448,6.873192472786518,-4.849200231673162,-6.660982856731838,2
user_00048,-7.158021794645865,-4.602169240508743,-0.8554273316982259,-1.4369710778427085,-5.860084773265548,3
user_00049,-7.139656270859864,-8.099517275748507,7.938890399511757,1.0868615328195803,5.247433672095941,1
user_00050,-6.851928435906818,-8.847446753280213,8.409418481330281,2.4969984677441284,4.136424597175765,1
